Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Position
NOR,McLaren,2.0,87.344,31.074,18.116,38.154,MEDIUM,2.0,6.0
NOR,McLaren,3.0,86.863,30.541,18.252,38.07,MEDIUM,3.0,7.0
NOR,McLaren,4.0,85.857,30.19,18.193,37.474,MEDIUM,4.0,7.0
NOR,McLaren,5.0,85.573,29.93,17.868,37.775,MEDIUM,5.0,7.0
NOR,McLaren,6.0,85.036,30.025,17.829,37.182,MEDIUM,6.0,7.0
NOR,McLaren,7.0,84.978,30.067,17.764,37.147,MEDIUM,7.0,7.0
NOR,McLaren,8.0,85.299,30.191,17.97,37.138,MEDIUM,8.0,7.0
NOR,McLaren,9.0,85.639,30.135,17.77,37.734,MEDIUM,9.0,7.0
NOR,McLaren,10.0,85.295,30.117,17.924,37.254,MEDIUM,10.0,7.0
NOR,McLaren,11.0,103.391,30.117,17.987,55.287,MEDIUM,11.0,9.0
NOR,McLaren,12.0,118.075,44.892,27.737,45.446,HARD,1.0,9.0
NOR,McLaren,13.0,111.932,41.529,27.589,42.814,HARD,2.0,9.0
NOR,McLaren,14.0,84.233,29.882,17.87,36.481,HARD,3.0,9.0
NOR,McLaren,15.0,83.784,29.402,17.899,36.483,HARD,4.0,9.0
NOR,McLaren,16.0,83.912,29.524,17.919,36.469,HARD,5.0,9.0
NOR,McLaren,17.0,84.053,29.442,18.015,36.596,HARD,6.0,9.0
NOR,McLaren,18.0,95.404,29.758,17.788,47.858,HARD,7.0,5.0
NOR,McLaren,19.0,116.07,42.456,22.738,50.876,HARD,8.0,5.0
NOR,McLaren,20.0,85.774,30.612,18.63,36.532,HARD,9.0,5.0
NOR,McLaren,21.0,83.972,29.499,18.129,36.344,HARD,10.0,5.0
NOR,McLaren,22.0,83.687,29.317,17.999,36.371,HARD,11.0,5.0
NOR,McLaren,23.0,83.534,29.254,17.992,36.288,HARD,12.0,5.0
NOR,McLaren,24.0,83.394,29.302,17.929,36.163,HARD,13.0,5.0
NOR,McLaren,25.0,83.5,29.373,17.925,36.202,HARD,14.0,5.0
NOR,McLaren,26.0,83.403,29.35,17.894,36.159,HARD,15.0,5.0
NOR,McLaren,27.0,83.896,29.426,18.011,36.459,HARD,16.0,5.0
NOR,McLaren,28.0,84.04,29.538,17.988,36.514,HARD,17.0,5.0
NOR,McLaren,29.0,84.08,29.692,17.992,36.396,HARD,18.0,5.0
NOR,McLaren,30.0,83.961,29.515,17.966,36.48,HARD,19.0,5.0
NOR,McLaren,31.0,84.094,29.604,17.958,36.532,HARD,20.0,5.0
NOR,McLaren,32.0,84.075,29.481,17.98,36.614,HARD,21.0,5.0
NOR,McLaren,33.0,84.79,30.039,18.027,36.724,HARD,22.0,5.0
NOR,McLaren,34.0,112.732,39.736,22.345,50.651,HARD,23.0,6.0
NOR,McLaren,35.0,89.434,34.977,17.783,36.674,MEDIUM,1.0,8.0
NOR,McLaren,36.0,83.324,29.282,17.819,36.223,MEDIUM,2.0,8.0
NOR,McLaren,37.0,83.448,29.399,17.652,36.397,MEDIUM,3.0,8.0
NOR,McLaren,38.0,83.423,29.202,17.867,36.354,MEDIUM,4.0,7.0
NOR,McLaren,39.0,84.001,29.482,18.144,36.375,MEDIUM,5.0,6.0
NOR,McLaren,40.0,83.397,29.188,17.861,36.348,MEDIUM,6.0,6.0
NOR,McLaren,41.0,83.762,29.481,18.0,36.281,MEDIUM,7.0,6.0
NOR,McLaren,42.0,83.347,29.334,17.955,36.058,MEDIUM,8.0,5.0
NOR,McLaren,43.0,83.286,29.377,17.865,36.044,MEDIUM,9.0,5.0
NOR,McLaren,44.0,83.192,29.308,17.809,36.075,MEDIUM,10.0,5.0
NOR,McLaren,45.0,82.886,29.236,17.8,35.85,MEDIUM,11.0,5.0
NOR,McLaren,46.0,82.908,29.05,17.644,36.214,MEDIUM,12.0,5.0
NOR,McLaren,47.0,82.778,29.083,17.798,35.897,MEDIUM,13.0,5.0
NOR,McLaren,48.0,82.953,29.106,17.743,36.104,MEDIUM,14.0,5.0
NOR,McLaren,49.0,82.804,29.043,17.88,35.881,MEDIUM,15.0,5.0
NOR,McLaren,50.0,82.763,29.057,17.845,35.861,MEDIUM,16.0,5.0
NOR,McLaren,51.0,82.598,29.032,17.854,35.712,MEDIUM,17.0,5.0
NOR,McLaren,52.0,82.784,29.077,17.781,35.926,MEDIUM,18.0,5.0
NOR,McLaren,53.0,82.358,28.979,17.78,35.599,MEDIUM,19.0,5.0
NOR,McLaren,54.0,82.796,29.006,17.779,36.011,MEDIUM,20.0,5.0
NOR,McLaren,55.0,82.867,29.076,17.822,35.969,MEDIUM,21.0,5.0
NOR,McLaren,56.0,82.843,29.096,17.831,35.916,MEDIUM,22.0,5.0
NOR,McLaren,57.0,83.416,29.563,17.762,36.091,MEDIUM,23.0,5.0
NOR,McLaren,58.0,83.046,29.171,17.845,36.03,MEDIUM,24.0,5.0
GAS,Alpine,2.0,87.281,31.136,17.996,38.149,MEDIUM,2.0,9.0
GAS,Alpine,3.0,86.371,30.613,17.818,37.94,MEDIUM,3.0,9.0
GAS,Alpine,4.0,85.894,30.427,17.771,37.696,MEDIUM,4.0,9.0
GAS,Alpine,5.0,87.04,30.983,17.647,38.41,MEDIUM,5.0,9.0
GAS,Alpine,6.0,85.989,30.696,17.8,37.493,MEDIUM,6.0,9.0
GAS,Alpine,7.0,85.079,29.873,17.815,37.391,MEDIUM,7.0,9.0
GAS,Alpine,8.0,84.964,29.969,17.697,37.298,MEDIUM,8.0,9.0
GAS,Alpine,9.0,85.441,30.052,17.651,37.738,MEDIUM,9.0,9.0
GAS,Alpine,10.0,86.669,30.475,17.8,38.394,MEDIUM,10.0,10.0
GAS,Alpine,11.0,104.821,30.082,17.797,56.942,MEDIUM,11.0,12.0
GAS,Alpine,12.0,118.072,42.291,29.532,46.249,HARD,1.0,11.0
GAS,Alpine,13.0,111.634,40.653,30.489,40.492,HARD,2.0,11.0
GAS,Alpine,14.0,85.748,30.752,17.982,37.014,HARD,3.0,11.0
GAS,Alpine,15.0,84.823,29.928,17.954,36.941,HARD,4.0,11.0
GAS,Alpine,16.0,84.69,29.817,17.81,37.063,HARD,5.0,11.0
GAS,Alpine,17.0,85.203,29.868,17.693,37.642,HARD,6.0,11.0
GAS,Alpine,18.0,101.225,30.704,25.668,44.853,HARD,7.0,11.0
GAS,Alpine,19.0,112.95,41.395,25.752,45.803,HARD,8.0,10.0
GAS,Alpine,20.0,86.578,31.057,17.719,37.802,HARD,9.0,11.0
GAS,Alpine,21.0,85.678,30.591,17.995,37.092,HARD,10.0,10.0
GAS,Alpine,22.0,84.586,29.74,17.913,36.933,HARD,11.0,10.0
GAS,Alpine,23.0,84.499,29.633,17.823,37.043,HARD,12.0,10.0
GAS,Alpine,24.0,84.852,30.053,17.852,36.947,HARD,13.0,10.0
GAS,Alpine,25.0,84.54,29.816,17.886,36.838,HARD,14.0,10.0
GAS,Alpine,26.0,84.771,29.94,17.957,36.874,HARD,15.0,10.0
GAS,Alpine,27.0,84.661,29.68,17.895,37.086,HARD,16.0,10.0
GAS,Alpine,28.0,84.795,29.776,17.975,37.044,HARD,17.0,10.0
